TICKER,DURATION,PERIODEND,INDEXNAME,VALUE,CUMULATIVEVALUE,COMMENT,RELEASEDDATE,YOYCHANGE,INDEXHEALTH
ADBE,Day,2019-04-11,Global Transaction Index,0.0719508142,58.376642924200006,,,,
ADBE,Day,2019-04-12,Global Transaction Index,0.0719508142,58.4485937384,,,,
ADBE,Day,2019-04-13,Global Transaction Index,0.0719508142,58.5205445526,,,,
ADBE,Day,2019-04-14,Global Transaction Index,0.0719508142,58.5924953668,,,,
ADBE,Day,2019-04-15,Global Transaction Index,0.0719508142,58.664446181,,,,
ADBE,Day,2019-04-16,Global Transaction Index,0.0719508142,58.7363969952,,,,
ADBE,Day,2019-04-17,Global Transaction Index,0.0719508142,58.808347809400004,,,,
ADBE,Day,2019-04-18,Global Transaction Index,0.0719508142,58.880298623600005,,,,
ADBE,Day,2019-04-19,Global Transaction Index,0.0719508142,58.952249437800006,,,,
ADBE,Day,2019-04-20,Global Transaction Index,0.0719508142,59.024200252,,,,
ADBE,Day,2019-04-21,Global Transaction Index,0.0719508142,59.0961510662,,,,
ADBE,Day,2019-04-22,Global Transaction Index,0.0719508142,59.1681018804,,,,
ADBE,Day,2019-04-23,Global Transaction Index,0.0719508142,59.2400526946,,,,
ADBE,Day,2019-04-24,Global Transaction Index,0.0719508142,59.312003508800004,,,,
ADBE,Day,2019-04-25,Global Transaction Index,0.0719508142,59.383954323000005,,,,
ADBE,Day,2019-04-26,Global Transaction Index,0.0719508142,59.455905137200006,,,,
ADBE,Day,2019-04-27,Global Transaction Index,0.0719508142,59.5278559514,,,,
ADBE,Day,2019-04-28,Global Transaction Index,0.0719508142,59.5998067656,,,,
ADBE,Day,2019-04-29,Global Transaction Index,0.0719508142,59.6717575798,,,,
ADBE,Day,2019-04-30,Global Transaction Index,0.0719508142,59.743708394,,,,
ADBE,Day,2019-05-01,Global Transaction Index,0.07312809812903226,59.816836492129035,,,,
ADBE,Day,2019-05-02,Global Transaction Index,0.07312809812903226,59.88996459025807,,,,
ADBE,Day,2019-05-03,Global Transaction Index,0.07312809812903226,59.9630926883871,,,,
ADBE,Day,2019-05-04,Global Transaction Index,0.07312809812903226,60.03622078651613,,,,
ADBE,Day,2019-05-05,Global Transaction Index,0.07312809812903226,60.109348884645165,,,,
ADBE,Day,2019-05-06,Global Transaction Index,0.07312809812903226,60.1824769827742,,,,
ADBE,Day,2019-05-07,Global Transaction Index,0.07312809812903226,60.25560508090323,,,,
ADBE,Day,2019-05-08,Global Transaction Index,0.07312809812903226,60.32873317903226,,,,
ADBE,Day,2019-05-09,Global Transaction Index,0.07312809812903226,60.401861277161295,,,,
ADBE,Day,2019-05-10,Global Transaction Index,0.07312809812903226,60.47498937529033,,,,
ADBE,Day,2019-05-11,Global Transaction Index,0.07312809812903226,60.54811747341936,,,,
ADBE,Day,2019-05-12,Global Transaction Index,0.07312809812903226,60.62124557154839,,,,
ADBE,Day,2019-05-13,Global Transaction Index,0.07312809812903226,60.69437366967742,,,,
ADBE,Day,2019-05-14,Global Transaction Index,0.07312809812903226,60.76750176780645,,,,
ADBE,Day,2019-05-15,Global Transaction Index,0.07312809812903226,60.84062986593548,,,,
ADBE,Day,2019-05-16,Global Transaction Index,0.07312809812903226,60.913757964064516,,,,
ADBE,Day,2019-05-17,Global Transaction Index,0.07312809812903226,60.98688606219355,,,,
ADBE,Day,2019-05-18,Global Transaction Index,0.07312809812903226,61.06001416032258,,,,
ADBE,Day,2019-05-19,Global Transaction Index,0.07312809812903226,61.13314225845161,,,,
ADBE,Day,2019-05-20,Global Transaction Index,0.07312809812903226,61.206270356580646,,,,
ADBE,Day,2019-05-21,Global Transaction Index,0.07312809812903226,61.27939845470968,,,,
ADBE,Day,2019-05-22,Global Transaction Index,0.07312809812903226,61.35252655283871,,,,
ADBE,Day,2019-05-23,Global Transaction Index,0.07312809812903226,61.42565465096774,,,,
ADBE,Day,2019-05-24,Global Transaction Index,0.07312809812903226,61.498782749096776,,,,
ADBE,Day,2019-05-25,Global Transaction Index,0.07312809812903226,61.57191084722581,,,,
ADBE,Day,2019-05-26,Global Transaction Index,0.07312809812903226,61.64503894535484,,,,
ADBE,Day,2019-05-27,Global Transaction Index,0.07312809812903226,61.718167043483874,,,,
ADBE,Day,2019-05-28,Global Transaction Index,0.07312809812903226,61.791295141612906,,,,
ADBE,Day,2019-05-29,Global Transaction Index,0.07312809812903226,61.86442323974194,,,,
ADBE,Day,2019-05-30,Global Transaction Index,0.07312809812903226,61.93755133787097,,,,
ADBE,Day,2019-05-31,Global Transaction Index,0.07312809812903226,62.010679436000004,,,,
ADBE,Day,2019-06-01,Global Transaction Index,0.07562206933333333,62.086301506333335,,,,
ADBE,Day,2019-06-02,Global Transaction Index,0.07562206933333333,62.16192357566667,,,,
ADBE,Day,2019-06-03,Global Transaction Index,0.07562206933333333,62.237545645,,,,
ADBE,Day,2019-06-04,Global Transaction Index,0.07562206933333333,62.31316771433333,,,,
ADBE,Day,2019-06-05,Global Transaction Index,0.07562206933333333,62.38878978366667,,,,
ADBE,Day,2019-06-06,Global Transaction Index,0.07562206933333333,62.464411853,,,,
ADBE,Day,2019-06-07,Global Transaction Index,0.07562206933333333,62.540033922333336,,,,
ADBE,Day,2019-06-08,Global Transaction Index,0.07562206933333333,62.615655991666664,,,,
ADBE,Day,2019-06-09,Global Transaction Index,0.07562206933333333,62.691278061,,,,
ADBE,Day,2019-06-10,Global Transaction Index,0.07562206933333333,62.76690013033333,,,,
ADBE,Day,2019-06-11,Global Transaction Index,0.07562206933333333,62.84252219966667,,,,
ADBE,Day,2019-06-12,Global Transaction Index,0.07562206933333333,62.918144269,,,,
ADBE,Day,2019-06-13,Global Transaction Index,0.07562206933333333,62.99376633833333,,,,
ADBE,Day,2019-06-14,Global Transaction Index,0.07562206933333333,63.069388407666665,,,,
ADBE,Day,2019-06-15,Global Transaction Index,0.07562206933333333,63.145010477,,,,
ADBE,Day,2019-06-16,Global Transaction Index,0.07562206933333333,63.220632546333334,,,,
ADBE,Day,2019-06-17,Global Transaction Index,0.07562206933333333,63.29625461566667,,,,
ADBE,Day,2019-06-18,Global Transaction Index,0.07562206933333333,63.371876685000004,,,,
ADBE,Day,2019-06-19,Global Transaction Index,0.07562206933333333,63.44749875433333,,,,
ADBE,Day,2019-06-20,Global Transaction Index,0.07562206933333333,63.523120823666666,,,,
ADBE,Day,2019-06-21,Global Transaction Index,0.07562206933333333,63.598742893,,,,
ADBE,Day,2019-06-22,Global Transaction Index,0.07562206933333333,63.674364962333335,,,,
ADBE,Day,2019-06-23,Global Transaction Index,0.07562206933333333,63.74998703166667,,,,
ADBE,Day,2019-06-24,Global Transaction Index,0.07562206933333333,63.825609101,,,,
ADBE,Day,2019-06-25,Global Transaction Index,0.07562206933333333,63.90123117033333,,,,
ADBE,Day,2019-06-26,Global Transaction Index,0.07562206933333333,63.97685323966667,,,,
ADBE,Day,2019-06-27,Global Transaction Index,0.07562206933333333,64.052475309,,,,
ADBE,Day,2019-06-28,Global Transaction Index,0.07562206933333333,64.12809737833334,,,,
ADBE,Day,2019-06-29,Global Transaction Index,0.07562206933333333,64.20371944766667,,,,
ADBE,Day,2019-06-30,Global Transaction Index,0.07562206933333333,64.279341517,,,,
ADBE,Day,2019-07-01,Global Transaction Index,0.0749091553548387,64.35425067235485,,,,
ADBE,Day,2019-07-02,Global Transaction Index,0.0749091553548387,64.42915982770968,,,,
ADBE,Day,2019-07-03,Global Transaction Index,0.0749091553548387,64.50406898306453,,,,
ADBE,Day,2019-07-04,Global Transaction Index,0.0749091553548387,64.57897813841936,,,,
ADBE,Day,2019-07-05,Global Transaction Index,0.0749091553548387,64.6538872937742,,,,
ADBE,Day,2019-07-06,Global Transaction Index,0.0749091553548387,64.72879644912904,,,,
ADBE,Day,2019-07-07,Global Transaction Index,0.0749091553548387,64.80370560448388,,,,
ADBE,Day,2019-07-08,Global Transaction Index,0.0749091553548387,64.87861475983871,,,,
ADBE,Day,2019-07-09,Global Transaction Index,0.0749091553548387,64.95352391519356,,,,
ADBE,Day,2019-07-10,Global Transaction Index,0.0749091553548387,65.02843307054839,,,,
ADBE,Day,2019-07-11,Global Transaction Index,0.0749091553548387,65.10334222590323,,,,
ADBE,Day,2019-07-12,Global Transaction Index,0.0749091553548387,65.17825138125806,,,,
ADBE,Day,2019-07-13,Global Transaction Index,0.0749091553548387,65.25316053661291,,,,
ADBE,Day,2019-07-14,Global Transaction Index,0.0749091553548387,65.32806969196774,,,,
ADBE,Day,2019-07-15,Global Transaction Index,0.0749091553548387,65.40297884732259,,,,
ADBE,Day,2019-07-16,Global Transaction Index,0.0749091553548387,65.47788800267743,,,,
ADBE,Day,2019-07-17,Global Transaction Index,0.0749091553548387,65.55279715803226,,,,
ADBE,Day,2019-07-18,Global Transaction Index,0.0749091553548387,65.62770631338711,,,,
ADBE,Day,2019-07-19,Global Transaction Index,0.0749091553548387,65.70261546874194,,,,
ADBE,Day,2019-07-20,Global Transaction Index,0.0749091553548387,65.77752462409678,,,,
ADBE,Day,2019-07-21,Global Transaction Index,0.0749091553548387,65.85243377945162,,,,
ADBE,Day,2019-07-22,Global Transaction Index,0.0749091553548387,65.92734293480646,,,,
ADBE,Day,2019-07-23,Global Transaction Index,0.0749091553548387,66.00225209016129,,,,
ADBE,Day,2019-07-24,Global Transaction Index,0.0749091553548387,66.07716124551614,,,,
ADBE,Day,2019-07-25,Global Transaction Index,0.0749091553548387,66.15207040087097,,,,
ADBE,Day,2019-07-26,Global Transaction Index,0.0749091553548387,66.22697955622581,,,,
ADBE,Day,2019-07-27,Global Transaction Index,0.0749091553548387,66.30188871158065,,,,
ADBE,Day,2019-07-28,Global Transaction Index,0.0749091553548387,66.37679786693549,,,,
ADBE,Day,2019-07-29,Global Transaction Index,0.0749091553548387,66.45170702229032,,,,
ADBE,Day,2019-07-30,Global Transaction Index,0.0749091553548387,66.52661617764517,,,,
ADBE,Day,2019-07-31,Global Transaction Index,0.0749091553548387,66.60152533300001,,,,
ADBE,Day,2019-08-01,Global Transaction Index,0.07395483093548387,66.67548016393548,,,,
ADBE,Day,2019-08-02,Global Transaction Index,0.07395483093548387,66.74943499487097,,,,
ADBE,Day,2019-08-03,Global Transaction Index,0.07395483093548387,66.82338982580644,,,,
ADBE,Day,2019-08-04,Global Transaction Index,0.07395483093548387,66.89734465674194,,,,
ADBE,Day,2019-08-05,Global Transaction Index,0.07395483093548387,66.97129948767741,,,,
ADBE,Day,2019-08-06,Global Transaction Index,0.07395483093548387,67.0452543186129,,,,
ADBE,Day,2019-08-07,Global Transaction Index,0.07395483093548387,67.11920914954838,,,,
ADBE,Day,2019-08-08,Global Transaction Index,0.07395483093548387,67.19316398048387,,,,
ADBE,Day,2019-08-09,Global Transaction Index,0.07395483093548387,67.26711881141935,,,,
ADBE,Day,2019-08-10,Global Transaction Index,0.07395483093548387,67.34107364235484,,,,
ADBE,Day,2019-08-11,Global Transaction Index,0.07395483093548387,67.41502847329032,,,,
ADBE,Day,2019-08-12,Global Transaction Index,0.07395483093548387,67.4889833042258,,,,
ADBE,Day,2019-08-13,Global Transaction Index,0.07395483093548387,67.56293813516129,,,,
ADBE,Day,2019-08-14,Global Transaction Index,0.07395483093548387,67.63689296609677,,,,
ADBE,Day,2019-08-15,Global Transaction Index,0.07395483093548387,67.71084779703226,,,,
ADBE,Day,2019-08-16,Global Transaction Index,0.07395483093548387,67.78480262796774,,,,
ADBE,Day,2019-08-17,Global Transaction Index,0.07395483093548387,67.85875745890323,,,,
ADBE,Day,2019-08-18,Global Transaction Index,0.07395483093548387,67.9327122898387,,,,
ADBE,Day,2019-08-19,Global Transaction Index,0.07395483093548387,68.0066671207742,,,,
ADBE,Day,2019-08-20,Global Transaction Index,0.07395483093548387,68.08062195170967,,,,
ADBE,Day,2019-08-21,Global Transaction Index,0.07395483093548387,68.15457678264517,,,,
ADBE,Day,2019-08-22,Global Transaction Index,0.07395483093548387,68.22853161358064,,,,
ADBE,Day,2019-08-23,Global Transaction Index,0.07395483093548387,68.30248644451612,,,,
ADBE,Day,2019-08-24,Global Transaction Index,0.07395483093548387,68.37644127545161,,,,
ADBE,Day,2019-08-25,Global Transaction Index,0.07395483093548387,68.45039610638709,,,,
ADBE,Day,2019-08-26,Global Transaction Index,0.07395483093548387,68.52435093732258,,,,
ADBE,Day,2019-08-27,Global Transaction Index,0.07395483093548387,68.59830576825806,,,,
ADBE,Day,2019-08-28,Global Transaction Index,0.07395483093548387,68.67226059919355,,,,
ADBE,Day,2019-08-29,Global Transaction Index,0.07395483093548387,68.74621543012903,,,,
ADBE,Day,2019-08-30,Global Transaction Index,0.07395483093548387,68.82017026106452,,,,
ADBE,Day,2019-08-31,Global Transaction Index,0.07395483093548387,68.894125092,,,,
ADBE,Day,2019-09-01,Global Transaction Index,0.08096404509999999,68.97508913610001,,,,
ADBE,Day,2019-09-02,Global Transaction Index,0.08096404509999999,69.05605318120001,,,,
ADBE,Day,2019-09-03,Global Transaction Index,0.08096404509999999,69.1370172263,,,,
ADBE,Day,2019-09-04,Global Transaction Index,0.08096404509999999,69.2179812714,,,,
ADBE,Day,2019-09-05,Global Transaction Index,0.08096404509999999,69.29894531650001,,,,
ADBE,Day,2019-09-06,Global Transaction Index,0.08096404509999999,69.3799093616,,,,
ADBE,Day,2019-09-07,Global Transaction Index,0.08096404509999999,69.4608734067,,,,
ADBE,Day,2019-09-08,Global Transaction Index,0.08096404509999999,69.5418374518,,,,
ADBE,Day,2019-09-09,Global Transaction Index,0.08096404509999999,69.62280149690001,,,,
ADBE,Day,2019-09-10,Global Transaction Index,0.08096404509999999,69.70376554200001,,,,
ADBE,Day,2019-09-11,Global Transaction Index,0.08096404509999999,69.7847295871,,,,
ADBE,Day,2019-09-12,Global Transaction Index,0.08096404509999999,69.8656936322,,,,
ADBE,Day,2019-09-13,Global Transaction Index,0.08096404509999999,69.94665767730001,,,,
ADBE,Day,2019-09-14,Global Transaction Index,0.08096404509999999,70.0276217224,,,,
ADBE,Day,2019-09-15,Global Transaction Index,0.08096404509999999,70.1085857675,,,,
ADBE,Day,2019-09-16,Global Transaction Index,0.08096404509999999,70.1895498126,,,,
ADBE,Day,2019-09-17,Global Transaction Index,0.08096404509999999,70.27051385770001,,,,
ADBE,Day,2019-09-18,Global Transaction Index,0.08096404509999999,70.35147790280001,,,,
ADBE,Day,2019-09-19,Global Transaction Index,0.08096404509999999,70.4324419479,,,,
ADBE,Day,2019-09-20,Global Transaction Index,0.08096404509999999,70.513405993,,,,
ADBE,Day,2019-09-21,Global Transaction Index,0.08096404509999999,70.59437003810001,,,,
ADBE,Day,2019-09-22,Global Transaction Index,0.08096404509999999,70.6753340832,,,,
ADBE,Day,2019-09-23,Global Transaction Index,0.08096404509999999,70.7562981283,,,,
ADBE,Day,2019-09-24,Global Transaction Index,0.08096404509999999,70.8372621734,,,,
ADBE,Day,2019-09-25,Global Transaction Index,0.08096404509999999,70.91822621850001,,,,
ADBE,Day,2019-09-26,Global Transaction Index,0.08096404509999999,70.99919026360001,,,,
ADBE,Day,2019-09-27,Global Transaction Index,0.08096404509999999,71.0801543087,,,,
ADBE,Day,2019-09-28,Global Transaction Index,0.08096404509999999,71.1611183538,,,,
ADBE,Day,2019-09-29,Global Transaction Index,0.08096404509999999,71.24208239890001,,,,
ADBE,Day,2019-09-30,Global Transaction Index,0.08096404509999999,71.323046444,,,,
ADBE,Day,2019-10-01,Global Transaction Index,0.0804226953548387,71.40346914035484,,,,
ADBE,Day,2019-10-02,Global Transaction Index,0.0804226953548387,71.48389183570968,,,,
ADBE,Day,2019-10-03,Global Transaction Index,0.0804226953548387,71.56431453106453,,,,
ADBE,Day,2019-10-04,Global Transaction Index,0.0804226953548387,71.64473722641935,,,,
ADBE,Day,2019-10-05,Global Transaction Index,0.0804226953548387,71.72515992177419,,,,
ADBE,Day,2019-10-06,Global Transaction Index,0.0804226953548387,71.80558261712903,,,,
ADBE,Day,2019-10-07,Global Transaction Index,0.0804226953548387,71.88600531248387,,,,
ADBE,Day,2019-10-08,Global Transaction Index,0.0804226953548387,71.96642800783872,,,,
ADBE,Day,2019-10-09,Global Transaction Index,0.0804226953548387,72.04685070319356,,,,
ADBE,Day,2019-10-10,Global Transaction Index,0.0804226953548387,72.1272733985484,,,,
ADBE,Day,2019-10-11,Global Transaction Index,0.0804226953548387,72.20769609390322,,,,
ADBE,Day,2019-10-12,Global Transaction Index,0.0804226953548387,72.28811878925806,,,,
ADBE,Day,2019-10-13,Global Transaction Index,0.0804226953548387,72.3685414846129,,,,
ADBE,Day,2019-10-14,Global Transaction Index,0.0804226953548387,72.44896417996775,,,,
ADBE,Day,2019-10-15,Global Transaction Index,0.0804226953548387,72.52938687532259,,,,
ADBE,Day,2019-10-16,Global Transaction Index,0.0804226953548387,72.60980957067743,,,,
ADBE,Day,2019-10-17,Global Transaction Index,0.0804226953548387,72.69023226603225,,,,
ADBE,Day,2019-10-18,Global Transaction Index,0.0804226953548387,72.7706549613871,,,,
ADBE,Day,2019-10-19,Global Transaction Index,0.0804226953548387,72.85107765674194,,,,
ADBE,Day,2019-10-20,Global Transaction Index,0.0804226953548387,72.93150035209678,,,,
ADBE,Day,2019-10-21,Global Transaction Index,0.0804226953548387,73.01192304745162,,,,
ADBE,Day,2019-10-22,Global Transaction Index,0.0804226953548387,73.09234574280646,,,,
ADBE,Day,2019-10-23,Global Transaction Index,0.0804226953548387,73.1727684381613,,,,
ADBE,Day,2019-10-24,Global Transaction Index,0.0804226953548387,73.25319113351613,,,,
ADBE,Day,2019-10-25,Global Transaction Index,0.0804226953548387,73.33361382887097,,,,
ADBE,Day,2019-10-26,Global Transaction Index,0.0804226953548387,73.4140365242258,,,,
ADBE,Day,2019-10-27,Global Transaction Index,0.0804226953548387,73.49445921958065,,,,
ADBE,Day,2019-10-28,Global Transaction Index,0.0804226953548387,73.57488191493549,,,,
ADBE,Day,2019-10-29,Global Transaction Index,0.0804226953548387,73.65530461029033,,,,
ADBE,Day,2019-10-30,Global Transaction Index,0.0804226953548387,73.73572730564517,,,,
ADBE,Day,2019-10-31,Global Transaction Index,0.0804226953548387,73.816150001,,,,
ADBE,Day,2019-11-01,Global Transaction Index,0.0841224946,73.90027249459999,,,,
ADBE,Day,2019-11-02,Global Transaction Index,0.0841224946,73.9843949892,,,,
ADBE,Day,2019-11-03,Global Transaction Index,0.0841224946,74.0685174838,,,,
ADBE,Day,2019-11-04,Global Transaction Index,0.0841224946,74.15263997839999,,,,
ADBE,Day,2019-11-05,Global Transaction Index,0.0841224946,74.236762473,,,,
ADBE,Day,2019-11-06,Global Transaction Index,0.0841224946,74.3208849676,,,,
ADBE,Day,2019-11-07,Global Transaction Index,0.0841224946,74.40500746219999,,,,
ADBE,Day,2019-11-08,Global Transaction Index,0.0841224946,74.4891299568,,,,
ADBE,Day,2019-11-09,Global Transaction Index,0.0841224946,74.5732524514,,,,
ADBE,Day,2019-11-10,Global Transaction Index,0.0841224946,74.65737494599999,,,,
ADBE,Day,2019-11-11,Global Transaction Index,0.0841224946,74.7414974406,,,,
ADBE,Day,2019-11-12,Global Transaction Index,0.0841224946,74.8256199352,,,,
ADBE,Day,2019-11-13,Global Transaction Index,0.0841224946,74.90974242979999,,,,
ADBE,Day,2019-11-14,Global Transaction Index,0.0841224946,74.99386492439999,,,,
ADBE,Day,2019-11-15,Global Transaction Index,0.0841224946,75.077987419,,,,
ADBE,Day,2019-11-16,Global Transaction Index,0.0841224946,75.16210991359999,,,,
ADBE,Day,2019-11-17,Global Transaction Index,0.0841224946,75.24623240819999,,,,
ADBE,Day,2019-11-18,Global Transaction Index,0.0841224946,75.3303549028,,,,
ADBE,Day,2019-11-19,Global Transaction Index,0.0841224946,75.41447739739999,,,,
ADBE,Day,2019-11-20,Global Transaction Index,0.0841224946,75.49859989199999,,,,
ADBE,Day,2019-11-21,Global Transaction Index,0.0841224946,75.5827223866,,,,
ADBE,Day,2019-11-22,Global Transaction Index,0.0841224946,75.66684488119999,,,,
ADBE,Day,2019-11-23,Global Transaction Index,0.0841224946,75.75096737579999,,,,
ADBE,Day,2019-11-24,Global Transaction Index,0.0841224946,75.8350898704,,,,
ADBE,Day,2019-11-25,Global Transaction Index,0.0841224946,75.91921236499999,,,,
ADBE,Day,2019-11-26,Global Transaction Index,0.0841224946,76.00333485959999,,,,
ADBE,Day,2019-11-27,Global Transaction Index,0.0841224946,76.0874573542,,,,
ADBE,Day,2019-11-28,Global Transaction Index,0.0841224946,76.1715798488,,,,
ADBE,Day,2019-11-29,Global Transaction Index,0.0841224946,76.25570234339999,,,,
ADBE,Day,2019-11-30,Global Transaction Index,0.0841224946,76.339824838,,,,
ADBE,Day,2019-12-01,Global Transaction Index,0.08333832348387098,76.42316316148387,,,,
ADBE,Day,2019-12-02,Global Transaction Index,0.08333832348387098,76.50650148496774,,,,
ADBE,Day,2019-12-03,Global Transaction Index,0.08333832348387098,76.58983980845161,,,,
ADBE,Day,2019-12-04,Global Transaction Index,0.08333832348387098,76.67317813193549,,,,
ADBE,Day,2019-12-05,Global Transaction Index,0.08333832348387098,76.75651645541936,,,,
ADBE,Day,2019-12-06,Global Transaction Index,0.08333832348387098,76.83985477890323,,,,
ADBE,Day,2019-12-07,Global Transaction Index,0.08333832348387098,76.92319310238709,,,,
ADBE,Day,2019-12-08,Global Transaction Index,0.08333832348387098,77.00653142587096,,,,
ADBE,Day,2019-12-09,Global Transaction Index,0.08333832348387098,77.08986974935483,,,,
